NAME,NODE_KIND,details,stingray_bc,stingray_tc,target_core,stim_name,core_a_stim_name,core_a_ns_stim_name,periph_instances,core_mem,data_mem,priority,debug_interface,target_dma,sysclk_src,divcore,divbus,divslow,periph_clk_src,periph_clk_div,periph_clk_cfg,owner,group,stingray_vectors,uvm_test_name,uvm_main_seq,pdm_tickets,postlayout_pdm_tickets,periph_domain
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR_SND_4MB_Data_Corrupt,PLANNED_COVERAGE,,rtl_upf,rom_default_usb,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR_SND_4MB_Hash_Corrupt,PLANNED_COVERAGE,,rtl_upf,rom_default_usb,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR_SND_4MB_Ctnr_Corrupt,PLANNED_COVERAGE,,rtl_upf,rom_default_usb,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR_Set1_Newer,PLANNED_COVERAGE,,rtl_upf,rom_default_usb,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR_Set1_Newer_But_Data_Corrupt,PLANNED_COVERAGE,,rtl_upf,rom_default_usb,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR_SND_2MB_Data_Corrupt,PLANNED_COVERAGE,,rtl_upf,rom_default_usb,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR_SND_8MB_Data_Corrupt,PLANNED_COVERAGE,,rtl_upf,rom_default_usb,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR-FAB,PLANNED_COVERAGE,,rtl_upf,rom_default_usb,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR-NXP_FR,PLANNED_COVERAGE,,rtl_upf,rom_default_usb,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
Dual_Internal-CM33_FlexSPI0_NOR-A35_USDHC0_eMMC44_8bit_DDR-NXP_PROV,PLANNED_COVERAGE,,rtl_upf,rom_default_usb,,,,,,,,1,,,,,,,,,,Shockley,sys_boot_rtl,sys_boot,,,,,
